"AreaSuburban","AreaUrban","Children","Age","MaritalMarried","MaritalNever Married","MaritalSeparated","MaritalWidowed","GenderMale","GenderNonbinary","ChurnYes","Outage_sec_perweek","Email","Contacts","Yearly_equip_failure","TechieYes","ContractOne year","ContractTwo Year","Port_modemYes","TabletYes","InternetServiceFiber Optic","InternetServiceNone","PhoneYes","MultipleYes","OnlineSecurityYes","OnlineBackupYes","DeviceProtectionYes","TechSupportYes","StreamingTVYes","StreamingMoviesYes","PaperlessBillingYes","PaymentMethodCredit Card (automatic)","PaymentMethodElectronic Check","PaymentMethodMailed Check","Tenure","MonthlyCharge","Bandwidth_GB_Year","TimelyResponse","TimelyFixes","TimelyReplacements","Reliability","Options","RespectfulResponse","CourteousExchange","ActiveListening"
0,0,1,38,0,0,0,0,1,0,0,9.366187,11,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,69.54666,159.9349,6101.070814,3,4,3,4,5,2,2,3
0,1,1,29,0,0,0,1,0,0,0,10.50519,13,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,60.69643,172.4848,5469.377243,4,3,5,4,4,3,4,3
1,0,2,24,0,0,1,0,0,0,0,5.417149,15,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,62.98803,192.4705,5620.276365,2,3,3,3,3,3,6,3
1,0,1,30,0,0,0,1,0,0,0,11.17686,18,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,46.98814,147.4783,4089.200279,5,4,5,3,3,4,4,4
0,1,1,20,0,1,0,0,1,0,0,8.75898,8,3,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,61.12405,192.4567,5451.33929,3,3,3,3,4,4,2,3
0,0,0,39,0,0,0,0,0,0,0,6.668187,14,2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,54.67568,200.1323,5467.571494,3,3,4,4,2,4,3,4
0,0,3,22,1,0,0,0,1,0,1,9.608605,13,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,57.69575,197.484,5888.954237,3,2,2,4,4,4,3,3
0,1,2,69,0,1,0,0,1,0,0,5.482104,11,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,69.88681,132.4798,6537.94242,5,5,3,3,3,3,3,3
0,0,1,86,0,0,0,0,1,0,0,14.75424,8,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,57.47194,154.9618,5447.340664,3,3,2,5,2,4,2,3
1,0,0,64,0,0,0,1,1,0,0,10.24788,13,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,61.20291,149.9915,5301.140786,5,4,6,2,3,5,6,5
0,0,1,67,1,0,0,0,0,0,0,8.044684,20,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,50.27485,192.4885,4345.452904,3,3,3,2,4,3,3,2
0,1,1,20,1,0,0,0,0,0,0,11.82876,6,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,68.67008,152.4624,6507.865826,3,2,3,2,4,3,3,3
0,0,4,49,0,0,1,0,0,0,0,9.213315,13,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,68.59441,214.9663,6153.244903,3,3,4,4,3,4,3,4
0,0,0,51,0,0,0,0,0,0,0,8.556186,7,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,63.86048,192.4567,5460.847751,4,3,4,4,2,3,3,4
0,0,1,73,0,0,0,0,1,0,0,13.65897,13,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,64.54829,152.4579,6075.403261,2,3,2,4,2,4,3,2
0,0,6,37,0,0,1,0,1,0,0,10.28292,10,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,65.52483,287.6427,6351.617139,4,5,4,2,4,3,3,4
0,1,1,36,0,0,0,0,0,0,0,8.434356,13,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,58.13967,152.4579,5624.550489,3,4,2,3,3,3,6,4
0,0,1,32,0,1,0,0,1,0,0,6.115577,6,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,46.86241,182.4608,4346.289268,4,3,4,2,4,4,3,4
0,0,3,37,0,1,0,0,0,0,1,6.820744,7,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,53.08332,194.9699,4823.231075,3,4,3,3,4,3,4,3
1,0,3,33,0,0,0,1,0,0,0,4.575053,15,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,40.73055,204.9496,3847.123645,5,6,5,5,3,6,5,7
0,1,0,62,0,0,0,1,1,0,0,9.953423,16,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,64.98884,152.4579,6116.781073,3,2,4,4,4,4,3,4
0,0,2,63,0,0,1,0,1,0,0,11.16648,9,2,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,71.74549,147.4783,6122.640412,3,2,5,4,4,3,3,4
0,0,0,32,1,0,0,0,0,0,0,2.891818,11,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,66.81622,235.1417,6551.623181,4,4,4,4,4,3,3,3
1,0,0,58,1,0,0,0,0,0,0,12.96581,8,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,61.91633,94.97283,5531.341307,4,4,4,3,3,4,3,3
0,0,1,57,0,1,0,0,0,0,1,10.41254,10,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,69.91714,222.6609,6373.012781,4,3,4,4,4,4,3,3
0,1,0,34,0,0,1,0,0,0,0,12.19054,14,2,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0,1,41.3275,287.6427,4147.013836,3,4,4,3,5,3,4,3
1,0,3,44,0,1,0,0,1,0,0,11.29355,13,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,70.11539,92.45514,6348.492212,5,5,4,3,3,6,5,4
1,0,0,86,0,1,0,0,0,0,0,10.55807,9,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,51.08011,124.9781,4148.090988,4,4,3,3,2,5,4,4
1,0,3,46,0,0,1,0,0,0,0,10.51378,13,2,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,53.79471,142.5007,5181.030493,3,5,4,4,3,5,6,3
1,0,3,76,1,0,0,0,1,0,0,8.593968,13,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,62.96952,179.9476,5476.19566,3,4,3,2,5,4,3,2
0,1,1,19,0,0,0,0,0,0,0,11.82514,13,1,3,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,64.12593,190.1737,5999.971412,5,5,5,3,4,2,5,3
0,1,3,28,1,0,0,0,1,0,0,11.42361,17,2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,54.396,229.9931,5189.736525,2,2,1,1,6,2,2,3
1,0,1,89,0,0,0,0,0,0,0,11.73944,14,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,54.53013,152.4907,4745.853799,3,4,3,2,4,4,4,4
0,0,0,52,0,0,0,1,0,0,0,11.2113,17,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,67.58811,222.65,6144.675099,1,3,3,3,5,2,3,4
0,1,2,89,0,0,1,0,0,0,0,10.58549,13,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,58.06953,182.4608,5026.193308,3,3,1,4,3,3,4,5
1,0,2,79,0,0,0,0,1,0,0,10.83194,10,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,68.82747,182.4538,5920.786804,5,3,3,6,2,4,4,6
1,0,1,52,0,0,1,0,0,0,0,10.377,17,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,70.24032,144.9607,5847.100806,4,3,3,3,2,3,4,3
1,0,2,70,0,0,0,1,1,0,0,10.65361,11,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,70.74092,162.4827,6190.252926,4,3,4,5,1,4,4,4
1,0,1,37,0,0,0,0,0,0,0,9.650912,9,0,2,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,62.20392,174.9768,5936.572086,3,4,4,2,5,3,4,3
0,1,3,59,0,0,1,0,1,0,1,6.958282,8,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,48.00544,162.4653,4794.505137,5,5,6,3,5,4,2,5
0,0,0,58,0,0,1,0,0,0,0,9.970674,11,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,70.84337,265.147,6392.803419,4,4,3,4,4,4,3,3
1,0,0,68,0,1,0,0,0,1,0,12.84373,13,0,2,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,70.14056,222.6326,6662.597959,4,5,4,3,5,4,4,2
0,1,0,60,0,0,1,0,1,0,0,10.92276,14,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,68.53399,194.9744,5971.766968,5,4,3,4,4,2,3,3
0,0,0,86,1,0,0,0,1,0,0,13.28437,12,1,2,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,67.8068,257.6513,6677.609286,2,3,4,3,4,1,3,3
0,1,2,81,0,0,0,1,1,0,0,13.4615,3,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,69.18745,149.989,6013.704356,4,4,3,3,6,2,4,3
0,1,10,36,0,0,0,0,1,0,0,4.923851,10,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,58.17786,159.9942,5515.361269,4,5,5,4,4,2,5,3
1,0,0,53,1,0,0,0,1,0,0,19.10781,6,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,55.78075,79.97886,4638.586726,2,3,2,4,2,4,5,4
0,0,0,77,1,0,0,0,0,0,0,9.245218,11,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,68.9214,179.9476,5785.96133,3,3,4,5,3,2,3,2
1,0,2,76,1,0,0,0,0,0,0,8.029455,11,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,70.27195,217.484,6215.809536,5,5,5,3,4,4,4,4
0,0,2,85,0,0,1,0,0,0,0,6.613346,10,3,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,55.57772,137.4616,4749.988334,4,4,4,5,2,4,6,4
0,0,10,31,0,1,0,0,0,0,1,10.28906,12,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,62.77522,209.9931,6413.177133,2,3,4,3,4,2,3,2
0,0,1,25,0,0,0,0,1,0,0,13.72727,14,2,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,48.98259,157.4836,4361.243355,4,3,4,4,3,3,3,4
1,0,0,76,1,0,0,0,0,0,0,7.933279,10,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,55.16171,159.9875,4581.646496,4,3,5,5,1,3,4,3
0,1,1,62,0,0,0,0,0,0,0,11.10738,13,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,69.63521,172.5104,5929.405615,3,4,4,4,2,4,3,2
0,0,4,68,0,0,0,1,0,0,0,6.936363,10,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,51.35655,230.1051,4819.017885,4,4,5,3,4,2,4,4
1,0,0,75,0,1,0,0,0,0,0,8.553943,15,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,51.38074,107.482,4616.664022,3,3,3,3,4,4,3,3
1,0,5,80,0,1,0,0,0,0,0,7.75187,17,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,51.19372,94.97283,4734.546819,4,4,3,4,4,3,3,3
1,0,2,29,1,0,0,0,0,1,0,5.646236,13,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,63.83868,137.4684,5585.510396,2,2,1,4,3,3,3,4
0,0,0,78,0,0,0,0,0,0,0,8.413018,9,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,51.68157,119.9568,4822.96735,3,3,4,2,3,2,3,5
1,0,1,72,0,0,0,1,1,0,0,10.23826,5,3,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,67.72471,117.4686,6168.427344,3,5,3,3,5,3,3,3
0,0,0,72,0,1,0,0,0,0,0,10.11368,15,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,47.59384,137.4686,3992.381842,4,3,4,3,4,3,3,3
0,0,0,65,0,0,1,0,0,0,0,11.62325,11,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,68.78508,139.9349,6285.801266,4,4,2,4,5,5,5,5
0,0,1,24,0,0,0,0,0,0,0,7.382948,8,2,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,51.91699,187.4847,4820.053166,4,3,3,4,3,5,3,4
0,0,3,76,0,0,0,0,0,0,0,13.19842,15,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,57.67058,182.4653,5034.929065,3,3,2,3,3,4,4,4
0,0,0,20,0,0,1,0,0,0,0,8.549581,13,4,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,67.86253,220.1323,6196.873658,4,5,6,3,3,4,4,4
0,0,2,29,0,1,0,0,0,0,0,7.805258,13,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,54.06378,235.1884,5249.77275,2,3,4,5,2,3,2,4
0,1,0,43,0,1,0,0,0,0,0,8.739705,17,0,2,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,58.08347,232.624,5724.812194,3,3,5,5,3,4,2,2
0,0,2,74,1,0,0,0,0,0,0,5.659416,13,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,67.56344,255.1198,6555.502175,2,2,4,5,2,4,5,2
1,0,2,46,1,0,0,0,0,0,0,6.949099,14,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,58.52641,129.9483,5479.424336,3,4,2,3,2,2,3,3
0,1,0,22,1,0,0,0,1,0,0,11.51699,13,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,67.98943,240.1149,6234.573082,4,5,3,3,3,5,3,5
0,1,5,76,0,0,0,0,0,0,1,7.06386,12,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,50.69374,232.624,5165.041808,4,4,3,4,4,4,5,4
0,0,4,40,1,0,0,0,0,0,0,10.36513,12,3,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,66.64396,107.4806,5883.186087,2,3,2,3,5,2,1,2
1,0,3,52,0,0,1,0,0,0,0,10.77203,11,2,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,60.57969,159.983,5228.606985,3,2,3,5,3,2,4,5
0,0,1,57,0,1,0,0,1,0,0,7.521116,13,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,70.68617,147.4783,6024.728963,4,3,5,4,4,2,2,3
0,1,4,38,0,0,0,0,0,0,0,5.148274,10,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,71.51635,172.4567,6667.408481,2,3,5,4,3,3,4,4
0,1,6,51,0,0,0,0,0,0,1,18.19674,20,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,42.01957,152.4798,3976.166899,3,2,4,3,3,4,3,5
0,0,2,51,0,0,1,0,1,0,0,12.52796,10,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,39.70805,187.4811,4290.116592,1,2,3,4,3,3,3,3
0,0,1,72,1,0,0,0,1,0,0,8.898543,10,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,66.33852,204.9634,5883.826226,3,4,3,2,5,3,4,3
0,0,0,35,0,1,0,0,1,0,0,1.896422,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,55.24136,117.472,4818.30969,4,3,4,2,6,2,3,1
1,0,1,46,0,0,0,0,1,0,0,11.27511,13,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,53.79108,112.4551,4529.292662,4,4,4,3,3,4,4,3
0,0,1,73,0,1,0,0,0,0,0,9.847624,12,2,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1,0,57.16367,265.1283,5333.247037,1,3,2,5,3,3,2,4
0,0,6,61,1,0,0,0,1,0,0,13.88653,19,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,64.62702,162.4538,6172.259045,5,7,4,3,4,4,5,4
1,0,4,32,0,0,0,1,0,0,0,7.974716,12,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,41.6814,187.6094,4463.792034,4,5,3,3,3,5,4,6
1,0,1,52,1,0,0,0,0,0,0,11.51231,20,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,55.39854,242.6143,5114.637099,4,3,3,5,1,3,5,4
1,0,1,24,0,0,0,0,0,0,0,10.33234,11,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,71.88568,149.9621,6282.728539,3,2,3,3,5,2,3,3
0,0,6,81,0,1,0,0,1,0,0,8.191163,10,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,67.99043,207.4811,6218.7988,3,3,3,4,3,3,5,4
0,1,4,45,0,0,1,0,1,0,0,7.21347,14,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,43.51853,79.97886,3783.214553,3,3,2,5,3,4,3,3
1,0,1,89,1,0,0,0,0,0,0,4.399685,15,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,69.60418,134.9509,5695.706857,3,3,2,1,5,2,3,2
0,0,2,75,0,0,1,0,0,0,0,15.1958,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,70.66353,230.1051,6316.470196,4,4,5,4,3,5,4,3
0,0,7,31,1,0,0,0,1,0,0,11.59084,10,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,55.31399,242.6143,5408.322311,4,4,5,5,3,5,3,4
0,1,2,87,1,0,0,0,1,0,0,13.88509,6,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,44.59709,137.4392,3832.898347,3,3,2,5,4,4,3,3
0,0,0,86,1,0,0,0,0,0,0,12.25736,10,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,63.30112,162.4608,5816.619375,4,5,3,5,3,4,4,5
1,0,1,89,0,0,0,0,1,0,0,8.332089,12,1,2,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,69.59174,204.9496,6013.828131,4,5,5,3,4,4,6,4
0,1,3,21,1,0,0,0,1,0,1,9.900113,17,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,56.82842,267.6427,6012.6506,4,5,4,3,4,4,5,4
0,1,1,56,0,1,0,0,1,0,0,14.11463,15,2,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,65.79102,142.4993,5894.676109,2,3,3,4,2,3,3,5
0,0,1,74,0,0,0,0,1,0,0,10.78419,18,2,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,65.2908,149.9776,5616.608151,3,5,3,4,3,3,3,3
1,0,3,53,0,0,0,0,0,0,0,10.46515,10,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,56.36817,182.4538,4968.873698,5,4,4,5,4,4,3,4
0,0,2,30,1,0,0,0,1,0,0,9.994273,15,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,63.89833,159.9794,6105.282771,3,4,4,5,2,4,5,5
0,0,0,75,1,0,0,0,0,0,0,9.06452,13,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,55.09556,127.4586,4717.831195,3,2,4,3,4,3,3,5
0,0,2,65,0,0,1,0,0,0,0,7.238963,14,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,67.27889,232.6707,6139.355865,5,4,4,5,3,3,3,4
0,1,2,80,0,0,0,1,1,0,0,8.634479,14,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,55.72308,107.482,5099.928127,3,4,3,3,4,4,3,3
1,0,4,34,0,0,1,0,1,0,0,8.523796,14,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,62.71338,169.9378,5645.734587,5,5,5,4,4,5,4,3
0,0,1,25,0,1,0,0,0,0,0,9.764736,15,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,52.11755,252.6378,4993.106421,4,6,5,3,3,3,4,5
1,0,1,35,0,0,0,1,1,0,0,10.27532,9,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,56.78051,134.9509,4904.294892,3,3,3,2,5,3,3,4
0,0,3,88,0,0,0,0,0,0,0,10.58255,9,1,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,42.32324,144.9607,3503.174329,3,4,4,2,5,3,3,3
0,0,0,43,0,0,1,0,0,0,0,10.79421,11,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,61.0537,94.97283,5509.83864,4,4,4,4,4,3,3,5
0,1,0,66,1,0,0,0,1,0,0,12.22463,12,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,41.93978,245.1457,4138.249014,2,2,3,2,4,3,2,1
0,0,3,28,0,0,1,0,1,0,0,8.546718,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,63.99474,92.45514,5899.437256,4,4,3,3,4,3,4,3
0,1,1,18,0,1,0,0,1,0,0,8.878152,14,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,55.44991,194.9744,5068.172778,3,3,4,5,2,4,3,4
0,1,0,52,0,1,0,0,1,0,0,10.93917,13,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,57.72738,149.9741,5456.006313,2,3,4,2,3,3,1,3
0,0,2,71,1,0,0,0,0,0,0,3.624683,10,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,61.28236,220.1185,5471.244549,2,3,3,3,4,1,2,2
1,0,0,49,0,0,0,0,0,0,0,14.93768,10,2,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,51.87037,225.132,5293.295324,4,4,4,3,4,4,4,2
1,0,3,76,0,0,1,0,0,0,0,9.545938,15,2,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,46.2718,169.9378,4047.773653,3,2,2,3,4,3,3,2
1,0,1,56,0,0,0,1,1,0,0,12.53408,16,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,58.85409,162.447,5582.846082,3,2,3,4,4,3,2,4
0,0,1,51,0,1,0,0,1,0,0,10.02345,11,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,47.37824,149.9621,4233.171811,3,4,2,4,2,4,3,5
0,1,1,24,0,0,0,0,0,0,0,9.438457,14,2,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,57.06365,195.0062,5117.897337,3,3,3,2,5,4,2,2
1,0,3,51,0,0,0,0,0,0,1,14.02417,11,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,69.13685,287.6427,6462.269067,3,4,4,3,4,4,2,3
0,1,5,47,0,1,0,0,1,0,0,7.853321,11,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,52.39253,112.4551,4534.558824,3,2,3,4,3,4,3,3
1,0,3,70,0,0,1,0,1,0,0,9.988954,11,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,63.01044,217.4725,5683.580246,4,3,4,4,4,2,2,3
0,0,0,65,0,0,1,0,0,0,0,9.430403,15,1,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,52.95508,235.1884,4979.327874,4,3,3,3,4,3,3,2
0,0,0,54,0,1,0,0,1,0,0,5.663817,11,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,57.92383,124.9935,4887.181609,4,4,4,4,3,3,5,5
0,1,8,34,1,0,0,0,0,0,0,10.3909,13,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,71.15596,139.965,6783.004249,3,3,3,3,3,4,4,3
1,0,1,76,0,0,0,1,0,0,1,8.130367,9,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,65.19187,220.1149,6225.526096,5,4,4,1,5,3,3,4
0,0,0,26,0,0,0,1,0,0,0,4.484085,10,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,69.9386,114.9728,5880.090684,4,3,3,3,4,3,4,4
1,0,3,47,0,0,0,1,0,0,0,8.952255,16,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,67.83633,114.9728,5731.337685,4,3,4,3,4,4,3,3
1,0,1,29,1,0,0,0,0,0,0,8.58683,13,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,71.92785,182.4608,6327.647329,1,1,3,3,4,3,2,5
0,1,3,74,0,0,0,1,0,0,0,8.838694,8,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,52.1213,157.4698,4356.229848,4,5,3,5,3,4,3,4
0,1,3,35,0,0,1,0,0,0,0,8.637922,6,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,61.69408,204.961,5593.020458,5,4,4,5,3,4,5,4
0,0,2,72,1,0,0,0,0,0,0,9.540415,7,2,2,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,67.02374,127.4783,6037.450539,3,2,1,3,5,3,4,4
0,1,1,74,0,0,0,0,1,0,0,5.819784,13,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,49.59222,117.4872,4596.408358,4,4,2,4,3,3,3,4
0,1,1,89,0,0,1,0,1,0,0,13.26656,4,4,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,70.77468,169.9378,6033.581345,2,3,2,2,4,2,2,3
1,0,8,37,0,0,0,0,0,0,0,7.775248,10,2,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,43.04477,134.9509,3905.467558,5,4,4,4,5,4,4,2
